BOOT: COLD start (reason=no_marker)
============================================================
  WARRIOR BOT — SUB-BOT (IBKR data + Alpaca exec hybrid)
  Data:    IB Gateway port 4002 clientId=2
  Exec:    AlpacaBroker (paper=true)
  State:   session_state_alpaca/
  Cache:   tick_cache_alpaca/
  Squeeze: OFF
  MP: OFF
  MP V2 (Re-Entry): OFF
  Short: OFF
  Max entries/day: unlimited
  Buying power: 50% of 2x margin
  Port: 4002
  Risk: 3.5% per trade
  Starting Equity: $30,000
  Max Daily Loss: $3,000 (2% of equity, scaling)
  Windows: 04:00-20:00
  SQ Target R: 1.5
  WB notional cap (at starting equity $30,000): effective=$30,000 (equity_cap=$30,000, floor=$10,000, ceiling=$50,000)
  WB pyramid: OFF
============================================================
⚠️  WARNING: WB_SQUEEZE_ENABLED is OFF — bot will not trade squeezes!
  Set WB_SQUEEZE_ENABLED=1 in .env or environment to enable.

Pre-flight port check:
  Port 4002: IN USE
  Port 7497: free
  Watchdog: armed (kills bot if main thread frozen >120s)
Alpaca connected (PAPER)
📦 Tick flush thread started (every 30s)
📊 Risk flush thread started (every 60s)
Connected: True
Account: ['DUQ143444']
Broker: ALPACA
  Position sync: No open positions at broker. Clean start.
Account equity: $28,321
EPL initialized: 1 strategies registered

Bot running. Windows: 04:00-20:00 ET. Ctrl+C to stop.
[04:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:07:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:07:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:08:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:08:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:09:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:09:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:10:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:10:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:11:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:11:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:12:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:12:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:13:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:13:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:14:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:14:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:15:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:15:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:16:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:16:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:17:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:17:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:18:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:18:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:19:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:19:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:20:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:20:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:21:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:21:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:22:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:22:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:23:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:23:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:24:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:24:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:25:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:25:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:26:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:26:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:27:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:27:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:28:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:28:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:29:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:29:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:30:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:30:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:31:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:31:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:32:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:32:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:33:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:33:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:34:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:34:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:35:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:35:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:36:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:36:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:37:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:37:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:38:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:38:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:39:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:39:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:40:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:40:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:41:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:41:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:42:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:42:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:43:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:43:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:44:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:44:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:45:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:45:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:46:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:46:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:47:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:48:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:48:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:49:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:49:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:50:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:50:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:51:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:51:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:52:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:52:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:53:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:53:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:54:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:54:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:55:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:55:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:56:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:56:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:57:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:57:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:58:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:58:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:59:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[06:59:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:00:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:00:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:01:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:02:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:02:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:03:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:03:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:04:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:04:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:05:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:05:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:06:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:06:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:07:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:07:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:08:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:08:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:09:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:09:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:10:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:10:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:11:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:11:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:12:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:12:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:13:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:13:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:14:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:14:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:15:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:15:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:16:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:16:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:17:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:17:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:18:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:18:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:19:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:19:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:20:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:20:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:21:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:21:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:22:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:22:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:23:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:23:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:24:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:24:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:25:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:25:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:26:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:26:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:27:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:27:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:28:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:28:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:29:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:29:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:30:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:30:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:31:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:31:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:32:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:32:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:33:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:33:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:34:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:34:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:35:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:35:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:36:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:36:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:37:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:37:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:38:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:38:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:39:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:39:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:40:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:40:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:41:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:41:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:42:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:42:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:43:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:43:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:44:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:44:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:45:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:45:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:46:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:46:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:47:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:47:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:48:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:48:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:49:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:49:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:50:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:50:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:51:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:51:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:52:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:52:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:53:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:53:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:54:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:54:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:55:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:55:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:56:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:56:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:57:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:57:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:58:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:58:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:59:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[07:59:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:00:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:00:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:01:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:02:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:02:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:03:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:03:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:04:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:04:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:05:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:05:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:06:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:06:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:07:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:07:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:08:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:08:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:09:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:09:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:10:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:10:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:11:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:11:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:12:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:12:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:13:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:13:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:14:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:14:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:15:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:15:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:16:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:16:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:17:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:17:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:18:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:18:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:19:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[08:19:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
